[2026-08-05T07:56:42.627Z] GET http://localhost:5173/api/v1/ads-marketing-module/n0va1o/sdk/dashboard → 200 (12ms, 3167B)
[2026-08-05T07:56:42.627Z] GET http://localhost:5173/api/v1/ads-marketing-module/n0va1o/sdk/catalog → 200 (22ms, 2506B)
[2026-08-05T07:56:50.571Z] GET http://localhost:5173/api/v1/ads-marketing-module/n0va1o/observe/dashboard → pending (?ms, ?B)
[2026-08-05T07:56:50.571Z] GET http://localhost:5173/api/v1/ads-marketing-module/n0va1o/observe/catalog → pending (?ms, ?B)
[2026-08-05T07:56:50.582Z] GET http://localhost:5173/api/v1/ads-marketing-module/n0va1o/observe/telemetry/stats → 200 (3ms, 262B)
[2026-08-05T07:57:12.620Z] GET http://localhost:5173/api/v1/ads-marketing-module/n0va1o/sdk/dashboard → 200 (7ms, 3167B)
[2026-08-05T07:57:12.620Z] GET http://localhost:5173/api/v1/ads-marketing-module/n0va1o/sdk/catalog → 200 (8ms, 2506B)
[2026-08-05T07:57:20.569Z] GET http://localhost:5173/api/v1/ads-marketing-module/n0va1o/observe/dashboard → 200 (11ms, 2072B)
[2026-08-05T07:57:20.569Z] GET http://localhost:5173/api/v1/ads-marketing-module/n0va1o/observe/catalog → 200 (9ms, 1363B)
[2026-08-05T07:57:20.581Z] GET http://localhost:5173/api/v1/ads-marketing-module/n0va1o/observe/telemetry/stats → 200 (8ms, 262B)
[2026-08-05T07:57:42.623Z] GET http://localhost:5173/api/v1/ads-marketing-module/n0va1o/sdk/dashboard → 200 (6ms, 3167B)
[2026-08-05T07:57:42.623Z] GET http://localhost:5173/api/v1/ads-marketing-module/n0va1o/sdk/catalog → 200 (8ms, 2506B)
[2026-08-05T07:57:50.578Z] GET http://localhost:5173/api/v1/ads-marketing-module/n0va1o/observe/dashboard → 200 (7ms, 2072B)
[2026-08-05T07:57:50.578Z] GET http://localhost:5173/api/v1/ads-marketing-module/n0va1o/observe/catalog → 200 (8ms, 1363B)
[2026-08-05T07:57:50.586Z] GET http://localhost:5173/api/v1/ads-marketing-module/n0va1o/observe/telemetry/stats → 200 (6ms, 262B)
[2026-08-05T07:58:12.627Z] GET http://localhost:5173/api/v1/ads-marketing-module/n0va1o/sdk/dashboard → 200 (10ms, 3167B)
[2026-08-05T07:58:12.627Z] GET http://localhost:5173/api/v1/ads-marketing-module/n0va1o/sdk/catalog → 200 (11ms, 2506B)
[2026-08-05T07:58:20.581Z] GET http://localhost:5173/api/v1/ads-marketing-module/n0va1o/observe/dashboard → 200 (10ms, 2072B)
[2026-08-05T07:58:20.581Z] GET http://localhost:5173/api/v1/ads-marketing-module/n0va1o/observe/catalog → 200 (10ms, 1363B)
[2026-08-05T07:58:20.592Z] GET http://localhost:5173/api/v1/ads-marketing-module/n0va1o/observe/telemetry/stats → 200 (5ms, 262B)
[2026-08-05T07:58:42.634Z] GET http://localhost:5173/api/v1/ads-marketing-module/n0va1o/sdk/dashboard → 200 (10ms, 3167B)
[2026-08-05T07:58:42.634Z] GET http://localhost:5173/api/v1/ads-marketing-module/n0va1o/sdk/catalog → 200 (7ms, 2506B)
[2026-08-05T07:58:50.570Z] GET http://localhost:5173/api/v1/ads-marketing-module/n0va1o/observe/dashboard → 200 (6ms, 2072B)
[2026-08-05T07:58:50.570Z] GET http://localhost:5173/api/v1/ads-marketing-module/n0va1o/observe/catalog → 200 (7ms, 1363B)
[2026-08-05T07:58:50.578Z] GET http://localhost:5173/api/v1/ads-marketing-module/n0va1o/observe/telemetry/stats → 200 (4ms, 262B)
[2026-08-05T07:59:12.621Z] GET http://localhost:5173/api/v1/ads-marketing-module/n0va1o/sdk/dashboard → 200 (8ms, 3167B)
[2026-08-05T07:59:12.621Z] GET http://localhost:5173/api/v1/ads-marketing-module/n0va1o/sdk/catalog → 200 (9ms, 2506B)
[2026-08-05T07:59:20.570Z] GET http://localhost:5173/api/v1/ads-marketing-module/n0va1o/observe/dashboard → 200 (7ms, 2072B)
[2026-08-05T07:59:20.570Z] GET http://localhost:5173/api/v1/ads-marketing-module/n0va1o/observe/catalog → 200 (7ms, 1363B)
[2026-08-05T07:59:20.578Z] GET http://localhost:5173/api/v1/ads-marketing-module/n0va1o/observe/telemetry/stats → 200 (4ms, 262B)
[2026-08-05T07:59:42.634Z] GET http://localhost:5173/api/v1/ads-marketing-module/n0va1o/sdk/dashboard → 200 (11ms, 3167B)
[2026-08-05T07:59:42.634Z] GET http://localhost:5173/api/v1/ads-marketing-module/n0va1o/sdk/catalog → 200 (13ms, 2506B)
[2026-08-05T07:59:50.570Z] GET http://localhost:5173/api/v1/ads-marketing-module/n0va1o/observe/dashboard → 200 (11ms, 2072B)
[2026-08-05T07:59:50.570Z] GET http://localhost:5173/api/v1/ads-marketing-module/n0va1o/observe/catalog → 200 (12ms, 1363B)
[2026-08-05T07:59:50.583Z] GET http://localhost:5173/api/v1/ads-marketing-module/n0va1o/observe/telemetry/stats → 200 (6ms, 262B)
[2026-08-05T08:00:12.625Z] GET http://localhost:5173/api/v1/ads-marketing-module/n0va1o/sdk/dashboard → 200 (6ms, 3167B)
[2026-08-05T08:00:12.625Z] GET http://localhost:5173/api/v1/ads-marketing-module/n0va1o/sdk/catalog → 200 (7ms, 2506B)
